"Item_Code";"Item_Name";"Item_cls";"Section_Cls";"Group_Cls";"External_Description";"MakeOrBuy_Cls";"Supplier_Code";"Delivery_Lead_Time";"Stock_Control_Cls";"Warehouse_Code";"Location_Code";"Unit_Cls";"Safety_Stock";"Max_Stock";"Min_Stock";"Packing_Type";"Packing_Qty";"UseLot_Cls";"Production_Cls";"Manufacture_Code";"Line_Code";"Thickness";"Width";"Length";"Net_Weight";"FIFO_Cls";"Storage_Type";"Material_Type";"Titik_Bakar";"Shelf_Life_Day";"LastUpdate"
"6932064X";"2,3-DIMETHYL PYRAZINE 1114850<=>6932172O";"R";"";"69";"INC-SBFA";"P";"700160";"202";"1";"";"";"KG";"1";"0";"0";"6932064X-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"DG";"365";"4/6/2021 5:33:00 PM"
"6932066Z";"DIMETHYL TRISULPHIDE D1250 EX FRUTAROM <=> 1232264P";"R";"";"69";"";"P";"700160";"105";"1";"";"";"KG";"0.03";"0";"0";"6932066Z- 0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"365";"6/27/2020 12:00:00 AM"
"6932067A";"DIFURFURYL DISULPHIDE <=>6932179V";"R";"";"69";"Incoming date";"P";"802361";"90";"1";"";"";"KG";"3.8";"0";"0";"6932067A-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"02100";"";"365";"12/22/2020 3:32:00 PM"
"6932068B";"DIMETHYL DISULPHIDE D0800 <=> 1232255G";"R";"";"69";"";"P";"700160";"105";"1";"";"";"KG";"0.28";"0";"0";"6932068B-0.5-KG";"0.5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"01101";"DG";"730";"2/11/2021 1:11:00 PM"
"6932069C";"VERATRALDEHYDE W310905 <==> 6932151F";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6932069C-0.01KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1460";"1/4/2021 1:50:00 PM"
"6932069C";"VERATRALDEHYDE W310905 <==> 6932151F";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6932069C-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1460";"1/4/2021 1:50:00 PM"
"6932069C";"VERATRALDEHYDE W310905 <==> 6932151F";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6932069C-10-KG";"10";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1460";"1/4/2021 1:50:00 PM"
"6932069C";"VERATRALDEHYDE W310905 <==> 6932151F";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6932069C-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1460";"1/4/2021 1:50:00 PM"
"6932069C";"VERATRALDEHYDE W310905 <==> 6932151F";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6932069C-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1460";"1/4/2021 1:50:00 PM"
"6932070D";"CITRONELLOL <=> 6932050J <=> 6932076J <=> 6932163F";"R";"";"69";"INC-SBFA";"P";"801371";"30";"1";"";"";"KG";"735";"0";"0";"6932070D-540-KG";"540";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"12/7/2019 2:38:00 PM"
"6932071E";"CEDARWOOD OIL VIRGINIA 2304000";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"13.5";"0";"0";"6932071E-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"4/6/2021 7:33:00 PM"
"6932072F";"SHRIMP POWDER WH6221";"R";"";"69";"SLRS";"P";"801781";"90";"1";"";"";"KG";"600";"0";"0";"6932072F-25-KG";"25";"LI";"P";"FE";"";"0";"0";"0";"0";"F";"";"1302";"";"730";"11/6/2020 7:03:00 AM"
"6932074H";"1,4-DIMETHOXYBENZENE W238600";"R";"";"69";"Incoming date";"P";"700320";"120";"1";"";"";"KG";"0.41";"0";"0";"6932074H-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0312";"";"1825";"12/7/2020 4:57:00 PM"
"6971010O";"MAYOL <=>6971026E";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"19";"0";"0";"6971010O-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"4/5/2021 7:17:00 PM"
"6971011P";"MYRAC ALDEHYDE";"R";"";"69";"";"P";"700410";"90";"1";"";"";"KG";"1.75";"0";"0";"6971011P-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"5";"F";"";"8210";"";"730";"2/11/2021 12:38:00 PM"
"6971012Q";"1-OCTEN-3-OL O0200<=>6971025D";"R";"";"69";"INC-SBFA";"P";"700160";"142";"1";"";"";"KG";"0.27";"0";"0";"6971012Q-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"";"1460";"3/9/2021 9:28:00 AM"
"6971013R";"MALTOL EX ANHUI JINHE <=> 6971027F";"R";"";"69";"INC-SBFA";"P";"801371";"75";"1";"";"";"KG";"350";"0";"0";"6971013R-200-KG";"200";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0312";"NON DG";"730";"3/6/2021 12:20:00 AM"
"6971014S";"ITALIAN YELLOW MANDARIN OIL 21060";"R";"";"69";"Incoming date";"P";"700250";"90";"1";"";"";"KG";"5.5";"0";"0";"6971014S-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"365";"2/11/2021 1:15:00 PM"
"6971015T";"ALDEHYDE MANDARINE  10 TEC 965765";"R";"";"69";"Incoming date";"P";"700070";"90";"1";"";"";"KG";"2.2";"0";"0";"6971015T-2-KG";"2";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"180";"1/19/2021 4:51:00 AM"
"6971017V";"MATE ABSOLUTE";"R";"";"69";"Incoming date";"P";"801701";"90";"1";"";"";"KG";"0.38";"0";"0";"6971017V-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0111";"";"730";"1/22/2021 3:55:00 AM"
"6971019X";"1-BUTANETHIOL W347809";"R";"";"69";"Incoming date";"P";"700320";"120";"1";"";"";"KG";"0.0125";"0";"0";"6971019X-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"01101";"DG";"1825";"8/31/2020 4:55:00 PM"
"6972000A";"ANHYDROUS MILK FAT <=> 6972003C <=> 6972008H";"R";"";"69";"Incoming date";"P";"800051";"30";"1";"";"";"KG";"3800";"0";"0";"6972000A-193-KG";"193";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0000";"";"365";"6/28/2020 12:00:00 AM"
"6972003C";"ANHYDROUS MILK FAT (AMF) Ex TATUA  <=> 6972000A <=> 6972008H";"R";"";"69";"Incoming date";"P";"800051";"60";"1";"";"";"KG";"3800";"0";"0";"6972003C-210-KG";"210";"LI";"P";"FL";"";"0";"0";"0";"210";"F";"";"0000";"R-17";"730";"4/6/2021 4:49:00 PM"
"6972004D";"MYRISTIC ACID NATURAL 884";"R";"";"69";"";"P";"700250";"75";"1";"";"";"KG";"32";"0";"0";"6972004D-10-KG";"10";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1800";"9/3/2020 3:20:00 PM"
"6972007G";"MYRCENE 60394/16093 (STOP ORDER)";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"0";"10";"0";"6972007G-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"180";"1/4/2021 1:51:00 PM"
"6972008H";"ANHYDROUS MILK FAT (TASMANIA MURRAY)<=>6972003C<=>6972000A";"R";"";"69";"Incoming Date";"P";"800051";"60";"1";"";"";"KG";"3800";"0";"0";"6972008H-12.33-KG";"12.33";"LI";"P";"FL";"";"0";"0";"0";"210";"F";"";"0000";"";"365";"6/28/2020 12:00:00 AM"
"6973005L";"MUSK T (ETHYLENE BRASSYLATE)";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"120";"0";"0";"6973005L-50-KG";"50";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"3/4/2021 4:11:00 AM"
"6973006M";"MUSCENONE DELTA 962191";"R";"";"69";"";"P";"700070";"75";"1";"";"";"KG";"21";"0";"0";"6973006M-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"545";"11/18/2020 5:28:00 PM"
"6973006M";"MUSCENONE DELTA 962191";"R";"";"69";"";"P";"700070";"75";"1";"";"";"KG";"21";"0";"0";"6973006M-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"545";"11/18/2020 5:28:00 PM"
"6973006M";"MUSCENONE DELTA 962191";"R";"";"69";"";"P";"700070";"75";"1";"";"";"KG";"21";"0";"0";"6973006M-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"545";"11/18/2020 5:28:00 PM"
"6973006M";"MUSCENONE DELTA 962191";"R";"";"69";"";"P";"700070";"75";"1";"";"";"KG";"21";"0";"0";"6973006M-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"545";"11/18/2020 5:28:00 PM"
"6973006M";"MUSCENONE DELTA 962191";"R";"";"69";"";"P";"700070";"75";"1";"";"";"KG";"21";"0";"0";"6973006M-50-KG";"50";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"545";"11/18/2020 5:28:00 PM"
"6932098E";"CITRONOVA 6000 ORANGE FAB 926437";"R";"";"69";"";"P";"800261";"120";"1";"";"";"KG";"132";"0";"0";"6932098E-16-KG";"16";"LI";"P";"FL";"";"0";"0";"0";"100";"F";"";"0200";"";"545";"3/17/2021 6:24:00 PM"
"6932100G";"JUNIPER BRANCHES OIL F1440";"R";"";"69";"";"P";"801701";"90";"1";"";"";"KG";"1.7";"0";"0";"6932100G-1.5-KG";"1.5";"LI";"P";"FH";"";"0";"0";"0";"5";"F";"";"8210";"DG";"730";"3/12/2021 4:28:00 PM"
"6932102I";"CYCLOHEXYL SALICYLATE";"R";"";"69";"";"P";"700410";"90";"1";"";"";"KG";"170";"0";"0";"6932102I-150-KG";"150";"LI";"P";"FH";"";"0";"0";"0";"25";"F";"";"8310";"";"730";"4/5/2021 7:20:00 PM"
"6932103J";"DIMETHYL BENZYL CARBINOL";"R";"";"69";"";"P";"700250";"90";"1";"";"";"KG";"2.35";"0";"0";"6932103J-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"5";"F";"";"0210";"";"365";"3/24/2021 3:34:00 PM"
"6932105L";"JASMINLACTONE";"R";"";"69";"SLRS-SBFA";"P";"700670";"90";"1";"";"";"KG";"11.5";"0";"0";"6932105L-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"";"1275";"2/9/2021 4:14:00 PM"
"6932107N";"JESSEMAL";"R";"";"69";"";"P";"700410";"90";"1";"";"";"KG";"16";"0";"0";"6932107N-20-KG";"20";"LI";"P";"FH";"";"0";"0";"0";"5";"F";"";"8310";"";"730";"2/13/2021 3:30:00 AM"
"6932109P";"SHRIMP EXTRACT PASTE (SEP-4601)";"R";"";"69";"SLRS";"P";"802301";"60";"1";"";"";"KG";"10.3";"0";"0";"6932109P-10-KG";"10";"LI";"P";"FL";"";"0";"0";"0";"25";"F";"";"0101";"";"270";"4/6/2021 6:09:00 PM"
"6932111R";"CITRONELLYL ISOBUTYRATE EX INDUKERN<=>6932174Q";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"8.5";"0";"0";"6932111R-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"11/5/2020 11:52:00 PM"
"6932112S";"DIPROPYLENE GLYCOL SKC<=>6932035U <=> 6932155J<=>6932173P";"R";"";"69";"";"P";"802291";"90";"1";"";"";"KG";"5590";"0";"0";"6932112S-215-KG";"215";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"365";"3/10/2021 5:40:00 PM"
"6932115V";"CINNAMON BARK OIL EX KANCOR";"R";"";"69";"SLRS";"P";"700470";"90";"1";"";"";"KG";"0.1";"0";"0";"6932115V-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0300";"NON DG";"365";"3/5/2021 7:11:00 PM"
"6932117X";"DIHYDROCOUMARIN W238104";"R";"";"69";"Incoming date";"P";"700320";"120";"1";"";"";"KG";"0";"0";"0";"6932117X-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"1825";"8/7/2020 3:49:00 PM"
"6932119Z";"CITRONOVA 533 ORANGE FAB 926477";"R";"";"69";"Supplier recommendation (SLRS)";"P";"800261";"90";"1";"";"";"KG";"7.7";"0";"0";"6932119Z-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0100";"DG";"545";"10/7/2020 2:19:00 PM"
"6932120A";"JASMIN ABSOLUTE INDIA FLG 100648";"R";"";"69";"Incoming date";"P";"700640";"90";"1";"";"";"KG";"0.08";"0";"0";"6932120A-0.25KG";"0.25";"LI";"P";"FLFR";"";"0";"0";"0";"0.2";"F";"";"01101";"DG";"365";"4/5/2021 6:54:00 PM"
"6932124E";"SUCCINIC ACID";"R";"";"69";"Incoming date";"P";"801991";"60";"1";"";"";"KG";"20";"0";"0";"6932124E-2-KG";"2";"LI";"P";"FL";"";"0";"0";"0";"20";"F";"";"0312";"";"730";"3/16/2021 1:22:00 PM"
"6932125F";"GINGER OIL CHINESE 800325";"R";"";"69";"Incoming date";"P";"700440";"90";"1";"";"";"KG";"9";"0";"0";"6932125F-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"4/6/2021 7:33:00 PM"
"6932126G";"P-CYMENE W235601";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"7.8";"0";"0";"6932126G-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"2/20/2021 4:17:00 AM"
"6932126G";"P-CYMENE W235601";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"7.8";"0";"0";"6932126G-20-KG";"20";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"2/20/2021 4:17:00 AM"
"6932129J";"METHYL JASMONATE 399-01";"R";"";"69";"SLRS-SBFA";"P";"700250";"90";"1";"";"";"KG";"66";"0";"0";"6932129J-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"365";"2/13/2021 3:30:00 AM"
"6932131L";"1,4 CINEOLE";"R";"";"69";"Incoming date";"P";"700250";"90";"1";"";"";"KG";"10.2";"0";"0";"6932131L-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"365";"2/21/2021 4:48:00 PM"
"6932165H";"SICHUAN PEPPER CO2 254699";"R";"";"69";"Incoming date";"P";"701040";"90";"1";"";"";"KG";"0.12";"0";"0";"6932165H-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"01101";"DG";"365";"4/6/2021 7:33:00 PM"
"6932171N";"CIS JASMONE 100517400 EX LLUCH<=>6932135P";"R";"";"69";"incoming date";"P";"700950";"90";"1";"";"";"KG";"3.2";"0";"0";"6932171N-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/26/2021 11:42:00 AM"
"6932173P";"DIPROPYLENE GLYCOL SK <=> 6932035U <=> 6932112S <=>6932155J";"R";"";"69";"INCOMING DATE";"P";"802951";"90";"1";"";"";"KG";"5590";"0";"0";"6932173P-11180-KG";"11180";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"NON DG";"730";"4/5/2021 6:53:00 PM"
"6933002O";"STRAWBERRY CLEAR FRUIT CONCENTRATE";"R";"";"69";"SLRS";"P";"801781";"60";"1";"";"";"KG";"17.5";"0";"0";"6933002O-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0000";"";"365";"1/4/2021 1:50:00 PM"
"6933003P";"4-METHYL-5-THIAZOLEETHANOL (SULFUROL)(SO) CI 6933035V";"R";"";"69";"Incoming date";"P";"700160";"115";"1";"";"";"KG";"375";"0";"0";"6933003P-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"50";"F";"";"03100";"NON DG";"730";"2/17/2021 3:56:00 AM"
"6933006S";"STEMONE <=> 6933030Q";"R";"";"69";"";"P";"700590";"105";"1";"";"";"KG";"4.7";"0";"0";"6933006S-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"820";"10/23/2020 5:57:00 AM"
"6933006S";"STEMONE <=> 6933030Q";"R";"";"69";"";"P";"700590";"105";"1";"";"";"KG";"4.7";"0";"0";"6933006S-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"820";"10/23/2020 5:57:00 AM"
"6933006S";"STEMONE <=> 6933030Q";"R";"";"69";"";"P";"700590";"105";"1";"";"";"KG";"4.7";"0";"0";"6933006S-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"820";"10/23/2020 5:57:00 AM"
"6933006S";"STEMONE <=> 6933030Q";"R";"";"69";"";"P";"700590";"105";"1";"";"";"KG";"4.7";"0";"0";"6933006S-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"820";"10/23/2020 5:57:00 AM"
"6933007T";"SK ISOL-H";"R";"";"69";"";"P";"801911";"60";"1";"";"";"KG";"1500";"0";"0";"6933007T-760-KG";"760";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"DG";"1825";"4/5/2021 6:50:00 PM"
"6933009V";"SULFURYL ISOBUTYRATE 0000767";"R";"";"69";"Incoming date";"P";"700520";"30";"1";"";"";"KG";"1.4";"0";"0";"6933009V-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"4/6/2021 10:12:00 AM"
"6933010W";"SPEARMINT OIL 5010000074";"R";"";"69";"";"P";"802101";"90";"1";"";"";"KG";"16.6";"0";"0";"6933010W-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"3/10/2021 8:47:00 AM"
"6933015B";"SMOKEZ OIL H SF";"R";"";"69";"";"P";"802171";"90";"1";"";"";"KG";"10";"0";"0";"6933015B-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0100";"";"730";"3/24/2021 3:34:00 PM"
"6933018E";"SPEARMINT OIL FARWEST NATIVE NATURAL";"R";"";"69";"";"P";"700600";"90";"1";"";"";"KG";"35";"0";"0";"6933018E-50-KG";"50";"LI";"P";"FL";"";"0";"0";"0";"100";"F";"";"0210";"";"1825";"4/6/2021 7:33:00 PM"
"6933020G";"STEARIC ACID W303518";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"6.87";"0";"0";"6933020-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0.5";"F";"";"0312";"";"1825";"3/16/2021 1:22:00 PM"
"6933020G";"STEARIC ACID W303518";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"6.87";"0";"0";"6933020G-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0.5";"F";"";"0312";"";"1825";"3/16/2021 1:22:00 PM"
"6933020G";"STEARIC ACID W303518";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"6.87";"0";"0";"6933020G-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0.5";"F";"";"0312";"";"1825";"3/16/2021 1:22:00 PM"
"6933022I";"SKIM MILK POWDER FONTERRA NEW ZEALAND <=>6933033T";"R";"";"69";"SLRS";"P";"802311";"90";"1";"";"";"KG";"130";"0";"0";"6933022I-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0202";"";"730";"4/6/2021 7:33:00 PM"
"6933025L";"FUMOKOMP CONC SMOKE FLAVORING";"R";"";"69";"Incoming date";"P";"700730";"90";"1";"";"";"KG";"5.3";"0";"0";"6933025L-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1095";"4/6/2021 7:33:00 PM"
"6974031M";"METHYL HEPTENONE PURE 6937003";"R";"";"69";"INC-SBFA";"P";"700590";"105";"1";"";"";"KG";"12.5";"0";"0";"6974031M-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"4/6/2021 6:15:00 PM"
"6974032N";"2-METHOXY-3-ISOPROPYLPYRAZINE M0276";"R";"";"69";"Incoming date";"P";"700160";"105";"1";"";"";"KG";"0.01";"0";"0";"6974032N-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"02100";"NON DG";"365";"4/6/2021 5:03:00 PM"
"6974033O";"2-METHYL-3-TETRAHYDROFURANTHIOL";"R";"";"69";"";"P";"800090";"90";"1";"";"";"KG";"1.5";"0";"0";"6974033O-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"180";"3/10/2021 4:46:00 PM"
"6974034P";"METHYL THIOBUTYRATE <=>6974151E";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"5.5";"0";"0";"6974034P-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"02101";"DG";"365";"12/22/2020 3:39:00 PM"
"6974035Q";"5-METHYL-2-METHYLTHIOFURAN";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"0.01";"0";"0";"6974035Q-0.01-KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"180";"1/4/2021 1:51:00 PM"
"6974036R";"2-METHYL-2-PENTENOIC ACID FCC 444";"R";"";"69";"";"P";"700250";"75";"1";"";"";"KG";"5.8";"0";"0";"6974036R-2-KG";"2";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1440";"2/27/2021 3:50:00 PM"
"6974036R";"2-METHYL-2-PENTENOIC ACID FCC 444";"R";"";"69";"";"P";"700250";"75";"1";"";"";"KG";"5.8";"0";"0";"6974036R-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1440";"2/27/2021 3:50:00 PM"
"6974037S";"2-METHOXY-3-METHYL PYRAZINE M0326<=>6974142U";"R";"";"69";"Incoming date";"P";"700160";"115";"1";"";"";"KG";"2.3";"0";"0";"6974037S-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"DG";"730";"4/5/2021 7:12:00 PM"
"6974038T";"METHIONAL 11535";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"5";"0";"0";"6974038T-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0010";"";"180";"2/22/2021 4:59:00 PM"
"6974039U";"MENTHOL-L PELLETS 620009";"R";"";"69";"Incoming date";"P";"801921";"120";"1";"";"";"KG";"1850";"0";"0";"6974039U-20-KG";"20";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0212";"";"730";"4/6/2021 7:33:00 PM"
"6974040V";"L-MENTHONE W266701";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"1";"0";"0";"6974040V-2-KG";"2";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"2/13/2021 3:31:00 AM"
"6974041W";"2-METHYLTETRAHYDROFURAN-3-ONE W337307";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"1.8";"0";"0";"6974041W-0.010-KG";"0.02";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"4/6/2021 7:33:00 PM"
"6974041W";"2-METHYLTETRAHYDROFURAN-3-ONE W337307";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"1.8";"0";"0";"6974041W-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"4/6/2021 7:33:00 PM"
"6974041W";"2-METHYLTETRAHYDROFURAN-3-ONE W337307";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"1.8";"0";"0";"6974041W-0.25-KG";"0.25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"4/6/2021 7:33:00 PM"
"6974041W";"2-METHYLTETRAHYDROFURAN-3-ONE W337307";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"1.8";"0";"0";"6974041W-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"4/6/2021 7:33:00 PM"
"6974041W";"2-METHYLTETRAHYDROFURAN-3-ONE W337307";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"1.8";"0";"0";"6974041W-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"4/6/2021 7:33:00 PM"
"6974045A";"METHYL CYCLOPENTENOLONE (STOP ORDER) CI 6974083M";"R";"";"69";"";"P";"801371";"30";"1";"";"";"KG";"0";"0";"0";"6974045A-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0312";"";"1095";"12/7/2019 2:11:00 PM"
"6974046B";"HEPTYL METHYL KETONE 0000614";"R";"";"69";"";"P";"700520";"30";"1";"";"";"KG";"1";"0";"0";"6974046B-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"3/10/2021 4:46:00 PM"
"6974047C";"AMYL METHYL KETONE 0000600 CI 6974124B (FL) CI 6974113Q (FR)";"R";"";"69";"INC-SBFA";"P";"700520";"30";"1";"";"";"KG";"0";"0";"0";"6974047C-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"DG";"730";"12/7/2019 2:10:00 PM"
"6935021J";"KECAP ASIN LOMBOK GANDARIA BIRU KLB";"R";"";"69";"SLRS";"P";"802991";"60";"1";"";"";"KG";"10.5";"0";"0";"6935021J-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0200";"NON DG";"365";"2/18/2021 2:11:00 PM"
"6941002B";"DOWANOL DPM <=> 6941012L";"R";"";"69";"";"P";"800651";"90";"1";"";"";"KG";"350";"0";"0";"6941002B-195-KG";"195";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"6/27/2020 12:00:00 AM"
"6941003C";"BETA DAMASCONE";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"4.65";"0";"0";"6941003C-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"475";"2/13/2021 3:30:00 AM"
"6941004D";"DAMASCENONE";"R";"";"69";"INC-SBFA";"P";"700410";"95";"1";"";"";"KG";"10.5";"0";"0";"6941004D-15-KG";"15";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"11/5/2020 5:37:00 PM"
"6941005E";"ALPHA DAMASCONE";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"13.5";"0";"0";"6941005E-15-KG";"15";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"545";"4/5/2021 7:32:00 PM"
