"Item_Code";"Item_Name";"Item_cls";"Section_Cls";"Group_Cls";"External_Description";"MakeOrBuy_Cls";"Supplier_Code";"Delivery_Lead_Time";"Stock_Control_Cls";"Warehouse_Code";"Location_Code";"Unit_Cls";"Safety_Stock";"Max_Stock";"Min_Stock";"Packing_Type";"Packing_Qty";"UseLot_Cls";"Production_Cls";"Manufacture_Code";"Line_Code";"Thickness";"Width";"Length";"Net_Weight";"FIFO_Cls";"Storage_Type";"Material_Type";"Titik_Bakar";"Shelf_Life_Day";"LastUpdate"
"6912002D";"ISOBORNYL ACETATE";"R";"";"69";"";"P";"801371";"14";"1";"";"";"KG";"183.5";"0";"0";"6912002D-30-KG";"30";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"4/6/2021 7:32:00 PM"
"6912006H";"IONONE ALPHA  (RCT) #HALAL#";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"17.5";"0";"0";"6912006H-20-KG";"20";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"372";"3/16/2021 1:21:00 PM"
"6912009K";"ISORALDEINE 70 <=> 6912014P";"R";"";"69";"Incoming Date";"P";"700590";"105";"1";"";"";"KG";"750";"0";"0";"6912009K-190-KG";"190";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"1440";"12/12/2020 1:18:00 PM"
"6912011M";"ISOAMYL ACETATE";"R";"";"69";"";"P";"801491";"7";"1";"";"";"KG";"1350";"0";"0";"6912011M-180-KG";"180";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"03101";"DG";"365";"4/6/2021 4:47:00 PM"
"6912013O";"ISOAMYL BUTYRATE Ex  SHANGHAI PU-JIE<=>6912046V";"R";"";"69";"INCOMING DATE";"P";"700650";"75";"1";"";"";"KG";"150";"0";"0";"6912013O-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"2/17/2021 3:59:00 AM"
"6912014P";"ISONALINE 70  Ex DSM <=> 6912009K";"R";"";"69";"";"P";"700250";"75";"1";"";"";"KG";"750";"0";"0";"6912014P-180-KG";"180";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8110";"";"365";"3/6/2021 12:21:00 AM"
"6912201U";"ISOBUTYL ISOVALERATE 0000232";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"2.2";"0";"0";"6912201U-2-KG";"2";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"DG";"730";"8/27/2020 10:34:00 PM"
"6912203W";"ISOAMYL CINNAMATE 0000142";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"0.15";"0";"0";"6912203W-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"12/7/2019 9:07:00 AM"
"6912205Y";"ISOAMYL PROPIONATE 0000151";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"60";"0";"0";"6912205Y-75-KG";"75";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"DG";"730";"4/6/2021 7:32:00 PM"
"6912206Z";"ISOAMYL HEXANOATE 0000143";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"0.4";"0";"0";"6912206Z-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"2/11/2021 1:06:00 PM"
"6912207A";"ISODIHYDRO LAVANDULAL FCC 857";"R";"";"69";"";"P";"700250";"90";"1";"";"";"KG";"0.05";"0";"0";"6912207A-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"1095";"2/27/2021 3:49:00 PM"
"6912208B";"ISOBUTYL ISOBUTYRATE 0000218";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"3.8";"0";"0";"6912208B-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"DG";"730";"2/27/2021 3:49:00 PM"
"6912209C";"ISOBUTYL PHENYLACETATE 0000228";"R";"";"69";"";"P";"700572";"90";"1";"";"";"KG";"6.2";"0";"0";"6912209C-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0310";"";"730";"3/10/2021 4:44:00 PM"
"6912210D";"ALLYL ISOTHIOCYANATE TOCO 600311 <==> 6912230X";"R";"";"69";"";"P";"700120";"110";"1";"";"";"KG";"80";"0";"0";"6912210D-100-KG";"100";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"270";"1/22/2021 3:55:00 AM"
"6912211E";"2-ETHYLBUTYRIC ACID W242918 <=> 6912234B";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.5";"0";"0";"6912211E-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"";"1825";"9/25/2020 6:45:00 AM"
"6912212F";"ISOAMYL ALCOHOL NATURAL";"R";"";"69";"INC-SBFA";"P";"700410";"90";"1";"";"";"KG";"78";"0";"0";"6912212F-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0210";"DG";"730";"3/16/2021 1:21:00 PM"
"6912214H";"INDOLE";"R";"";"69";"INC-SBFA";"P";"700410";"90";"1";"";"";"KG";"7.7";"0";"0";"6912214H-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"25";"F";"";"0312";"";"730";"3/16/2021 1:21:00 PM"
"6912216J";"IRONE ALPHA 6065003";"R";"";"69";"";"P";"700590";"90";"1";"";"";"KG";"0.15";"0";"0";"6912216J-0.2-KG";"0.2";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"876";"4/6/2021 5:38:00 PM"
"6912217K";"HIGH FRUCTOSE CORN SYRUP 55% (EX : DAESANG)";"R";"";"69";"Incoming date";"P";"801781";"90";"1";"";"";"KG";"10000";"0";"0";"6912217K-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"25";"F";"";"0300";"NON DG";"730";"3/28/2021 4:42:00 PM"
"6912220N";"XANTHAN GUM MESH 80<=>6912235C";"R";"";"69";"Supplier recommendation (SLRS)";"P";"801991";"90";"1";"";"";"KG";"21";"0";"0";"6912220N-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"25";"F";"";"0212";"";"730";"3/24/2020 11:23:00 AM"
"6912221O";"ISOAMYL FORMATE 0000145<=>1212112J";"R";"";"69";"Incoming date";"P";"700250";"90";"1";"";"";"KG";"0.01";"0";"0";"6912221O-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0110";"DG";"730";"9/22/2020 2:09:00 PM"
"6912225S";"ISO BUTYL QUINOLINE PURE";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"0.25";"0";"0";"6912225S-0.5-KG";"0.5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"1/13/2021 4:14:00 PM"
"6912229W";"2-ISOPROPYL-4-METHYLTHIAZOLE 441I180000 <=> 6912232Z";"R";"";"69";"Incoming date";"P";"700160";"100";"1";"";"";"KG";"0.18";"0";"0";"6912229W-0.2-KG";"0.2";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"11/26/2020 4:09:00 PM"
"6912235C";"XANTHAN GUM 80 EX FUFENG<=>6912220N";"R";"";"69";"SLRS";"P";"802911";"90";"1";"";"";"KG";"21";"0";"0";"6912235C-50-KG";"50";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0212";"";"730";"3/16/2021 1:21:00 PM"
"6913001D";"METHYL SLYCT (FL) (STOP ORDER) CI 6913017T";"R";"";"69";"INC-SBFA";"P";"801371";"30";"1";"";"";"KG";"30";"0";"0";"6913001D-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"25";"F";"";"0310";"";"730";"2/8/2021 4:18:00 PM"
"6914023A";"ETHYL MALTOL FCC (STOP ORDER) CI 6914070U";"R";"";"69";"INC-SBFA";"P";"801371";"30";"1";"";"";"KG";"0";"0";"0";"6914023A-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0312";"";"1095";"12/7/2019 1:46:00 PM"
"6914025C";"ETHYL 2-METHYLBUTYRATE<=>6914099X";"R";"";"69";"INC-SBFA";"P";"700650";"75";"1";"";"";"KG";"400";"0";"0";"6914025C-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"DG";"365";"4/5/2021 7:20:00 PM"
"6914026D";"ETHYL VANILLIN EX THRIVE <=> 6914078C <=> 6914103B";"R";"";"69";"INCOMING DATE";"P";"801371";"60";"1";"";"";"KG";"1250";"0";"0";"6914026D-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0312";"NON DG";"730";"4/5/2021 6:42:00 PM"
"6914027E";"ETHYL ACETOACETATE Ex SHANGHAI PU JIE";"R";"";"69";"INC-SBFA";"P";"700650";"75";"1";"";"";"KG";"700";"0";"0";"6914027E-200-KG";"200";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"3/16/2021 1:21:00 PM"
"6914029G";"ETHYL ISOBUTYRATE Ex SHANGHAI PU JIE";"R";"";"69";"INC-SBFA";"P";"700650";"75";"1";"";"";"KG";"66";"0";"0";"6914029G-100-KG";"100";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"03101";"DG";"730";"1/4/2021 1:49:00 PM"
"6914030H";"ETHYL LACTATE Ex WUXI (STOP ORDER) CI 6914097V";"R";"";"69";"INC-SBFA";"P";"801371";"60";"1";"";"";"KG";"60";"0";"0";"6914030H-20-G";"20";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"DG";"730";"9/22/2020 3:42:00 PM"
"6914031I";"ETHYL LINALOOL <=> 6914084I";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"400";"0";"0";"6914031I-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"6/27/2020 12:00:00 AM"
"6914032J";"ETHYL NONANOATE CI (STOP ORDER) 6914098W";"R";"";"69";"Incoming date";"P";"700160";"110";"1";"";"";"KG";"1.38";"0";"0";"6914032J-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"";"1095";"3/16/2021 1:21:00 PM"
"6914033K";"EVERNYL <=> 6914090O";"R";"";"69";"";"P";"700590";"105";"1";"";"";"KG";"2.25";"0";"0";"6914033K-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8312";"";"730";"3/24/2021 3:34:00 PM"
"6914034L";"ETHYL LAURATE W244104";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"3.05";"0";"0";"6914034L-0.010-KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"1825";"3/16/2021 1:21:00 PM"
"6914034L";"ETHYL LAURATE W244104";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"3.05";"0";"0";"6914034L-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"1825";"3/16/2021 1:21:00 PM"
"6914034L";"ETHYL LAURATE W244104";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"3.05";"0";"0";"6914034L-20-KG";"20";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"1825";"3/16/2021 1:21:00 PM"
"6914034L";"ETHYL LAURATE W244104";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"3.05";"0";"0";"6914034L-4-KG";"4";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"1825";"3/16/2021 1:21:00 PM"
"6914035M";"ETHYL CAPRATE (ETHYL DECANOATE)";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"3.6";"0";"0";"6914035M-0.01-KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/16/2021 1:21:00 PM"
"6914035M";"ETHYL CAPRATE (ETHYL DECANOATE)";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"3.6";"0";"0";"6914035M-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/16/2021 1:21:00 PM"
"6914035M";"ETHYL CAPRATE (ETHYL DECANOATE)";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"3.6";"0";"0";"6914035M-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/16/2021 1:21:00 PM"
"6914036N";"ETHYL 3-HYDROXYBUTYRATE W342807";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6914036N-0.01-KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1825";"4/5/2021 6:52:00 PM"
"6914036N";"ETHYL 3-HYDROXYBUTYRATE W342807";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6914036N-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1825";"4/5/2021 6:52:00 PM"
"6914036N";"ETHYL 3-HYDROXYBUTYRATE W342807";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.2";"0";"0";"6914036N-3-KG";"3";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1825";"4/5/2021 6:52:00 PM"
"6914057H";"ETHYL PHENYL GLYCIDATE (SP) 0000426";"R";"";"69";"";"P";"700572";"60";"1";"";"";"KG";"8.7";"0";"0";"6914057H-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/16/2021 1:21:00 PM"
"6914059J";"3-MERCAPTO-3-METHYLBUTYLFORMATE 60394/262863";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"0.005";"0";"0";"6914059J-01-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"1/18/2021 9:15:00 AM"
"6914061L";"ETHYL ANTHRANILATE 0000411";"R";"";"69";"";"P";"700572";"90";"1";"";"";"KG";"5.8";"0";"0";"6914061L-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"4/6/2021 10:29:00 AM"
"6914062M";"DIETHYL SUCCINATE 0000380";"R";"";"69";"";"P";"700572";"90";"1";"";"";"KG";"7.8";"0";"0";"6914062M-15-KG";"15";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/8/2021 6:55:00 PM"
"6914063N";"ETHYL HEPTANOATE 0000460";"R";"";"69";"";"P";"700572";"90";"1";"";"";"KG";"3.6";"0";"0";"6914063N-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/16/2021 1:21:00 PM"
"6914065P";"ETHYL 3-METHYLTHIOPROPIONATE E1150 <=> 1214230V<=>6914094S";"R";"";"69";"INC-SBFA";"P";"700160";"140";"1";"";"";"KG";"2.2";"0";"0";"6914065P-0.5-KG";"0.5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"4/6/2021 7:32:00 PM"
"6914065P";"ETHYL 3-METHYLTHIOPROPIONATE E1150 <=> 1214230V<=>6914094S";"R";"";"69";"INC-SBFA";"P";"700160";"140";"1";"";"";"KG";"2.2";"0";"0";"6914065P-2-KG";"2";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"4/6/2021 7:32:00 PM"
"6914066Q";"ETHYL CROTONATE";"R";"";"69";"";"P";"700410";"90";"1";"";"";"KG";"0.8";"0";"0";"6914066Q-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"03101";"DG";"730";"3/16/2021 1:21:00 PM"
"6914067R";"ETHYL ACRYLATE W241806 (STOP ORDER)";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"0.02";"0";"0";"6914067R-0.01-KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0.01";"F";"";"02101";"DG";"1825";"8/31/2020 4:53:00 PM"
"6914068S";"ETHYL MYRISTATE";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"4";"0";"0";"6914068S-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"5";"F";"";"0310";"";"730";"3/16/2021 1:21:00 PM"
"6914069T";"2-ETHYL HEXANOL 0002851";"R";"";"69";"";"P";"700520";"90";"1";"";"";"KG";"1.55";"0";"0";"6914069T-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"4/6/2021 10:22:00 AM"
"6914070U";"ETHYL MALTOL (EX: ANHUI JINHE) <=> 6914088M <=> 6914096U";"R";"";"69";"INC-SBFA";"P";"801371";"75";"1";"";"";"KG";"680";"0";"0";"6914070U-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0312";"";"730";"2/17/2021 4:18:00 PM"
"6914071V";"ETHYL BENZOATE <=> 6914039Q<=>6915124Y";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"5";"0";"0";"6914071V-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"3/16/2021 1:21:00 PM"
"6914073X";"ETHYL CINNAMATE <=> 6914048Y";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"145";"0";"0";"6914073X-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"3/16/2021 1:21:00 PM"
"6914074Y";"ETHYL LEVULINATE <=>6914105D";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"70";"0";"0";"6914074Y-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"25";"F";"";"03100";"NON DG";"730";"4/5/2021 7:15:00 PM"
"6914075Z";"MANZANATE (-) <=>6914104C";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"138";"0";"0";"6914075Z-170-KG";"170";"LI";"P";"FLFR";"";"0";"0";"0";"50";"F";"";"03101";"DG";"730";"3/6/2021 12:24:00 AM"
"6914076A";"ETHYL PROPIONATE 1024 EX PUJIE (STOP ORDER) CI 6914050A";"R";"";"69";"Incoming date";"P";"700650";"90";"1";"";"";"KG";"210";"0";"0";"6914076A-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0110";"DG";"365";"3/16/2021 1:21:00 PM"
"6914078C";"ETHYL VANILLIN EX THRIVE <=> 6914026D <=> 6914103B";"R";"";"69";"Incoming date";"P";"700250";"90";"1";"";"";"KG";"1250";"0";"0";"6914078C-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0312";"NON DG";"730";"10/10/2020 10:47:00 AM"
"6914079D";"ETHYL TIGLATE 423";"R";"";"69";"Incoming date";"P";"700250";"90";"1";"";"";"KG";"0.1";"0";"0";"6914079D-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1095";"4/6/2021 5:39:00 PM"
"6915013R";"COLD PRESSED ORANGE OIL-OLA001 (STOP ORDER) CI 6915118S";"R";"";"69";"INC-SBFA";"P";"700250";"75";"1";"";"";"KG";"0";"0";"0";"6915013R-173-KG";"173";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0200";"DG";"365";"4/26/2020 12:00:00 AM"
"6915016U";"OYSTER SAUCE OE-01";"R";"";"69";"SLRS";"P";"801801";"90";"1";"";"";"KG";"100";"0";"0";"6915016U-20-KG";"20";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0000";"";"540";"4/6/2021 4:50:00 PM"
"6915017V";"ORANGE SWEET FLAVOR SL2031 <=> 1115042U";"R";"";"69";"";"P";"700170";"96";"1";"";"";"KG";"55";"0";"0";"6915017V-50-KG";"50";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0300";"DG";"365";"3/24/2021 3:34:00 PM"
"6915018W";"OXANE 50 TEC 969380";"R";"";"69";"";"P";"700070";"75";"1";"";"";"KG";"1.3";"0";"0";"6915018W-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"1/4/2021 1:50:00 PM"
"6915019X";"OLEIC ACID W281506";"R";"";"69";"Incoming date";"P";"700320";"120";"1";"";"";"KG";"42";"0";"0";"6915019X-4-KG";"4";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"1825";"1/4/2021 1:50:00 PM"
"6915022A";"ORANGE OIL BITTER 86838/256350";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"134";"0";"0";"6915022A-20-KG";"20";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0100";"DG";"730";"2/11/2021 1:07:00 PM"
"6915024C";"WINTERIZED VALENCIA OIL NON-FCC P/N 2131513";"R";"";"69";"";"P";"700500";"100";"1";"";"";"KG";"11500";"0";"0";"6915024C-170-KG";"174";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0300";"DG";"730";"4/5/2021 6:52:00 PM"
"6915026E";"2-OCTANONE W280208";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"2.8";"0";"0";"6915026E-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"DG";"1825";"3/16/2021 1:21:00 PM"
"6915028G";"ETHYL OCTANOATE E1300 <=> 6915120U<=>6915125Z";"R";"";"69";"INCOMING DATE";"P";"700160";"90";"1";"";"";"KG";"12.5";"0";"0";"6915028G-10-KG";"10";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1095";"3/16/2021 1:21:00 PM"
"6915030I";"ETHYL AMYL KETONE 631 <=> 6915115P";"R";"";"69";"";"P";"700250";"75";"1";"";"";"KG";"1.2";"0";"0";"6915030I-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"DG";"1460";"12/22/2019 10:16:00 AM"
"6915031J";"ORANGE OIL 20 FOLD 2322365810";"R";"";"69";"Incoming Date";"P";"700160";"90";"1";"";"";"KG";"0.1";"0";"0";"6915031J-3-KG";"3";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0100";"DG";"365";"3/15/2021 9:42:00 PM"
"6915032K";"ORANGE OIL TERPENELESS SPD 1112950";"R";"";"69";"Incoming Date";"P";"700160";"90";"1";"";"";"KG";"0.05";"0";"0";"6915032K-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0100";"DG";"365";"4/6/2021 5:45:00 PM"
"6915033L";"DELTA OCTALACTONE 20044";"R";"";"69";"Incoming date";"P";"801371";"90";"1";"";"";"KG";"0.77";"0";"0";"6915033L-0.2-KG";"0.2";"LI";"P";"FLFR";"";"0";"0";"0";"0.5";"F";"";"0210";"";"365";"4/6/2021 5:37:00 PM"
"6915033L";"DELTA OCTALACTONE 20044";"R";"";"69";"Incoming date";"P";"801371";"90";"1";"";"";"KG";"0.77";"0";"0";"6915033L-0.5-KG";"0.5";"LI";"P";"FLFR";"";"0";"0";"0";"0.5";"F";"";"0210";"";"365";"4/6/2021 5:37:00 PM"
"6915035N";"T.O.P ONION OIL";"R";"";"69";"Incoming date";"P";"700740";"90";"1";"";"";"KG";"1.8";"0";"0";"6915035N-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"4/6/2021 5:34:00 PM"
"6915087N";"L-ORANTHA 0003552";"R";"";"69";"";"P";"700572";"60";"1";"";"";"KG";"2.8";"0";"0";"6915087N-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"4/6/2021 7:32:00 PM"
"6915089P";"GAMMA OCTALACTONE C-8";"R";"";"69";"";"P";"700250";"90";"1";"";"";"KG";"10";"0";"0";"6915089P-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"1/4/2021 1:50:00 PM"
"6915090Q";"ONION EXTRACT POWDER T-32";"R";"";"69";"";"P";"700610";"90";"1";"";"";"KG";"8";"0";"0";"6915090Q-20-KG";"20";"LI";"P";"FL";"";"0";"0";"0";"10";"F";"";"0312";"";"365";"12/15/2020 1:57:00 PM"
"6915095V";"2-METHYL-3-FURANTHIOL 1NCM0101<=>6915123X";"R";"";"69";"incoming date";"P";"700160";"142";"1";"";"";"KG";"0.042";"0";"0";"6915095V-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"DG";"365";"4/6/2021 7:32:00 PM"
"6921010P";"CASHMERAN";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"29";"0";"0";"6921010P-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"3/17/2021 9:53:00 PM"
"6921012R";"GUAIACWOOD EX INDUKERN <=> 6921063Q";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"6.2";"0";"0";"6921012R-30-KG";"30";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"NON DG";"730";"4/6/2021 7:32:00 PM"
"6921013S";"CAPSUL STARCH";"R";"";"69";"SLRS";"P";"802251";"60";"1";"";"";"KG";"750";"0";"0";"6921013S-22.7-KG";"22.7";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0302";"";"730";"4/6/2021 4:55:00 PM"
"6921014T";"CARAMEL COLOUR 055";"R";"";"69";"";"P";"800841";"30";"1";"";"";"KG";"25";"0";"0";"6921014T-10-KG";"10";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0200";"";"730";"10/7/2020 2:19:00 PM"
"6921016V";"OCTANOIC ACID (CAPRYLIC ACID) W279900 <=> 6921056J";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"175";"0";"0";"6921016V-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"1825";"2/7/2021 1:01:00 AM"
"6921016V";"OCTANOIC ACID (CAPRYLIC ACID) W279900 <=> 6921056J";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"175";"0";"0";"6921016V-50-KG";"50";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"1825";"2/7/2021 1:01:00 AM"
"6921017W";"CAPRIC ACID W236403 <=> 6921028H <=> 6921038R";"R";"";"69";"";"P";"700320";"120";"1";"";"";"KG";"330";"0";"0";"6921017W-50-KG";"50";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0212";"";"1825";"2/7/2021 1:00:00 AM"
"6921019Y";"GARLIC OIL (NAT) <=> 1121043W";"R";"";"69";"SLRS";"P";"700420";"60";"1";"";"";"KG";"30";"0";"0";"6921019Y-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0200";"";"730";"4/4/2021 12:00:00 AM"
"6921023C";"CANTHOXAL";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"0.3";"0";"0";"6921023C-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"1/13/2021 4:16:00 PM"
"6921024D";"CANANGA EXTRA (NAT)";"R";"";"69";"Incoming date";"P";"701040";"75";"1";"";"";"KG";"23";"0";"0";"6921024D-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"365";"1/11/2021 1:32:00 PM"
